restaurantId,osmId,name,cuisine,phone,website,municipality,address,postcode,nearResort,distanceToResort_km,latitude,longitude
2286,10124069131,Al Sole,,+39 0471 342550,https://ristorantepizzeriaalsole.eatbu.com/,,Sonnengasse - Vicolo del Sole 5,,Petersberg - Monte San Pietro,12.1,46.4551097,11.258402
2287,10124356978,Mathiaskeller,italian;regional,,https://mathiaskeller.it/,,,,Sellaronda,2.2,46.5505516,11.8454826
2288,10124660079,Kesslwirt,regional;pizza,,,,,,Schwemmalm,10.9,46.6351794,10.9386768
2289,10135364239,Restaurant Forst Season,regional;italian,+39 0471 36 66 64,https://www.forstseason.it/,Bolzano - Bozen,Piazza Fiera - Messeplatz 1,39100,Petersberg - Monte San Pietro,10.1,46.472764,11.3255214
2290,10168639260,L'osteria,,,https://www.castagnematte.it/,Stenico,Piazza Dante Alighieri 5A,38070,Pista 2 (DX),9.7,46.0521277,10.8537779
2291,10178544320,La vecchia signora,pizza,,,,,,3-Tre Vaneze,5.8,46.0901056,11.1152053
2292,10188849601,Racer Cafè,,,,Trento,Via Ezio Maccani 165,31821,3-Tre Vaneze,5.4,46.0886586,11.1091244
2293,10210759779,Bistro Trattoria Vinterra,,,https://www.vinterra.it/de-home/bistro-vinterra/,,,,Watles - Vatles,4.3,46.6874026,10.5410908
2294,10244841889,Rifugio,regional,,,,,39022,Falzeben 2,10.2,46.6770226,11.1180193
2295,10252450794,Kristall,,,https://www.hotelkristall.bz.it/,,,,Falzeben 2,8.8,46.6600911,11.1387003
2296,10252816302,Buschenschank Larchwalderhof,regional,+39 0473 443375,https://www.larchwalder.it/,,,,Falzeben 2,9.1,46.6607523,11.1351312
2297,10255511718,Waalheim,regional,+39 0473 447252,https://www.waalheim.it,,Bergerstraße 8,,Falzeben 2,9.3,46.65121,11.1364488
2298,10266184675,Baita La Zondra,italian,,http://www.baitalazondra.it/,Vigo di Fassa,,38039,Vigo di Fassa - Ciampedie,0.4,46.4332676,11.6645517
2299,10295389144,Restaurant Schloss Freudenstein,,+39 0471 660497,https://schlossfreudenstein.com/de/essen-im-schloss/restaurant-by-danilo-dambra/,Eppan an der Weinstraße - Appiano sulla Strada del Vino,Matschatscher Weg - Strada Masaccio 6,39057,Petersberg - Monte San Pietro,13.3,46.4630219,11.2473079
2300,10309002131,San Rocco,regional;pizza,,,,,,Noleggio Sci Peio dai Maestri,0.9,46.3621759,10.6713951
2301,10608991532,Sushiko,sushi;japanese;chinese,+39 0461 524880,https://sushiko.it/,,,,3-Tre Vaneze,4.5,46.0606119,11.1257192
2302,10621311997,Zoll bowls & burger,barbeque;burger,+39 0472 762640,https://www.zoll.one/,,,,Rosskopf,2.7,46.9140465,11.442117
2303,10629580829,Old Wild West,american,+39 342 8695665,https://www.oldwildwest.it/code/28076/trento-la-cittadella,,Via Gemma de Gresti 6,31821,3-Tre Vaneze,5.8,46.0879907,11.1184295
2304,10648018707,Zum Pfitscher,,,http://www.zumpfitscher.it/,,,,Blosegg,7.1,46.9200124,11.2944588
2305,10675598442,la Passion,,+39 0472 868595,https://www.lapassion.it/,Vintl - Vandoies,Nikolausweg - Via San Nicolò 5b,39030,Terenten - Terento,2.7,46.8142526,11.7602897
2306,10679888105,Maurizkeller Restaurant/Pizzeria,pizza;regional,+39 0471 797301,https://www.valgardena.it/en/addresses/detail/base/company/ortisei-val-gardena/maurizkeller/171B100C91FA41D4825A9FCAF1644FAE/,Urtijëi - St.Ulrich - Ortisei,Streda Rezia 32,39046,Loipe Panider Sattel - Pista Passo Pinei,4.1,46.5741145,11.6712934
2307,10700372429,Pizza al Taglio Le Ghinghe,pizza,,,,Via Nazario Sauro 1,,Pista 1 (SX),0.8,46.0341031,10.7257074
2308,10719030750,Rainbow Sushi 2.0,sushi,+390464666998,https://rovereto.rainbowsushibar.com/,Rovereto,Corso Antonio Rosmini 54,,Folgaria,13.2,45.8905371,11.0407686
2309,10728537269,Ristorante Domu Mea,regional;italian,+39 349 074 0087,https://ristorante-domu-mea.business.site/?utm_source=gmb&utm_medium=referral,Fondo,Via Giovanni Segantini 5,38013,,,46.4392544,11.1381163
2310,10731125552,Hotel Villa Argentina Ronzone,pizza;argentinian,+39 379 120 3805,,Ronzone,Via Mendola 42,38010,,,46.4278996,11.1546058
2311,10738038623,Gasthof Pizzeria Schönberg,pizza,+39 0474 430600,https://www.hotel-schoenberg.com,,,,Speikboden,2.0,46.9500059,11.8860813
2312,10742636820,Das Lisann,,,https://www.daslisann.it/de/restaurant-pfelders/21-0.html,,,,Pfelders Ski Resort,0.7,46.7947171,11.0886211
2313,10792425609,Bühelwirt,regional,,,,,,Klausberg - Monte Chiusetta,4.2,47.0096262,12.0130001
2314,10797241179,Albergo - Gasthaus Saltnuss,,,,,,,Saxner II,10.6,46.8779633,11.1566883
2315,10797343370,Ai Frati,,,,,,,3-Tre Vaneze,5.4,46.0737575,11.1290321
2316,10798039263,Il Gusto,,,,,,,3-Tre Vaneze,5.0,46.0715262,11.1248642
2317,10813258870,Locanda al Minatore,italian,+39 389 985 1894,,Faedo,Via Sant'Agata 5,38010,La Rocca,8.9,46.1925265,11.1615168
2318,10821582738,Il Dopolavoro,pizza;italian,+39 0461 990065,https://www.ildopolavororistorante.it/,,Via delle Scuole 1,31821,Panoramica,6.8,46.1082746,11.1102602
2319,10896512557,RESTAURANT SOMVINO,regional;burger;steak_house;g;dessert;italian,+39 0473 923504,https://www.somvita-suites.com/,Tirol - Tirolo,Hauptstraße - Via Principale 64,39019,Falzeben 2,7.0,46.6833635,11.1605901
2320,10905573505,"Biergarten Meran Ristorante & Pizzeria ""il Poligono""",,,,,,,Falzeben 2,5.7,46.6551421,11.1844229
2321,10905972763,Völlaner Badl,regional,,,,,,Falzeben 2,14.0,46.577629,11.1381349
2322,10939613206,Pizzeria Agora,italian,,,Brixen - Bressanone,,39042,Brixen Plose - Plose di Bressanone,5.3,46.715524,11.6565951
2323,10983867478,flurin,regional,+39 0473 428136,https://www.flurin.it/de/,Glurns - Glorenza,Laubengasse - Via dei Portici 2,39020,Watles - Vatles,6.3,46.6706112,10.5532984
2324,11012394634,Bar Maggio,regional;italian;pizza,,,Arco,Via Giovanni Segantini 104,38062,Centro Sci di Fondo Chinaec,11.7,45.919535,10.8871374
2325,11025869857,Piccola Osteria Bianchin,italian,,,Arco,Via G. Bettinazzi 24,38062,Centro Sci di Fondo Chinaec,11.6,45.9196754,10.8868309
2326,11055240759,Fornella,regional,+39 3356166673,https://www.muntdefornella.it/de/,,,,Antermoia,3.5,46.6668488,11.8145072
2327,11055240764,Peitler Hütte,,,,,,,Antermoia,3.6,46.6671566,11.8116216
2328,11055252806,Göma Hütte - Ütja de Göma,regional,,,,,,Antermoia,2.8,46.6670511,11.8320798
2329,11055252865,Vaciara Almhütte - Ütia Vaciara,regional,+39 0474 523163,,,,,Antermoia,3.9,46.6553129,11.8408774
2330,11070637593,Fleier,,,http://www.fleier.it/,,,,Deutschnofen - Nova Ponente,12.0,46.5114844,11.4390192
2331,11073787152,Schnegga Soge,,+39 0474 250045,https://www.schnegga-soge.it/it,,,,Gsieser Tal,8.3,46.7587939,12.2565821
2332,11093980622,L'Aia,italian,+39 393 043 0761; +39 333 591 7646,https://www.ristorantelaia.it/,,Via Prati 2,,Biancaneve,2.0,46.3176053,10.8028324
2333,11101194151,Hofschank Campedèl,regional,+39 331 3186084,https://www.campedel-hof.it/portfolio-item/campedel/,Kastelruth - Castelrotto,13,39040,Seiser Alm - Mont de Sëuc - Alpe di Siusi,6.9,46.5422773,11.5364958
2334,11102621312,Il Quadrifoglio,,,,,,,Pradis_ci,5.7,46.1709639,11.2202286
2335,11105041606,Soley Restaurant,,+39 0472 268355,https://www.soley-suites.com/restaurant-brixen-zentrum,Brixen - Bressanone,Brennerstraße - Via Brennero 2,39042,Brixen Plose - Plose di Bressanone,5.6,46.7193651,11.6563779
2336,11112127540,Reaurant & Pizza Cristla,,,,,,,Antermoia,1.4,46.6885245,11.8638266
2337,11135053922,Villino Beach,,,,,,,Centro Sci di Fondo Chinaec,10.1,45.8819468,10.8491579
2338,11135058509,Le Magnolie,,,,,,,Centro Sci di Fondo Chinaec,9.5,45.8852083,10.8423994
2339,11141939526,Litalissimo,italian,,,,,,Rosskopf,13.2,47.0051243,11.5055892
2340,11148564556,Gasthof zur Sonne,,,,Laas - Lasa,Vinschgaustraße - Via Venosta 24,39023,Sport Thöni,13.4,46.6165947,10.7005198
2341,11166805233,Sportler Bike Bistro,regional,,,,,,Petersberg - Monte San Pietro,10.1,46.4728879,11.3249908
2342,11178735255,Zeress,,+39 345 348 7664,,,,,Schöneben - Belpiano,4.9,46.7527867,10.5270125
2343,11191370940,Rössl Bianco,,+39 0473 338032,https://roesslbianco.it,,Laubengasse - Via Portici 375,39012,Falzeben 2,7.1,46.6720434,11.1598122
2344,11229808325,Ristorante Cinzia,italian,+39 0461 186 3118,,Altopiano della Vigolana,Via Vicenza 15,38049,Le Stock,6.5,45.9954865,11.2163269
2345,11232299874,Alumix,,,,,,,Petersberg - Monte San Pietro,10.4,46.4790975,11.3333295
2346,11232299875,Noisteria Cafè e Restaurant,,+39 0471 180 0031,,Bolzano - Bozen,Via Alessandro Volta - Alessandro-Volta-Straße 15,39100,Petersberg - Monte San Pietro,10.5,46.4791912,11.3325825
2347,11233250303,Restaurant Sigmund,,,https://www.restaurantsigmund.com/,,,,Falzeben 2,6.7,46.6704681,11.1646079
2348,11233305683,Kallmünz,,,https://www.kallmuenz.it/,,,,Falzeben 2,6.6,46.6703352,11.1657397
2349,11245306202,Gasthaus Oberöberst,,,,,,,Falzeben 2,8.0,46.7241337,11.1736409
2350,11255001930,Ristorante Rifugio Colverde,,+39 0439 68050,https://www.rifugiocolverde.it/,,,,Prà delle Nasse DX,2.0,46.2719859,11.8214329
2351,11271500964,RiPizziCo,,,,Rovereto,Via Santa Maria 131,38068,Folgaria,13.1,45.8846274,11.0424516
2352,11272442565,Almaufschank Platzer,,+393389962887,www.barbian.it,,Barbianeralmen,,Plankenhorn,8.1,46.6225391,11.4647531
2353,11281120426,Cafe Schmiedhof,,,,,,,Falzeben 2,10.8,46.5862285,11.2016071
2354,11281705744,Agora 21,regional,+39 0472 413626,https://www.agora21.it,,,,Brixen Plose - Plose di Bressanone,5.6,46.7175142,11.6549159
2355,11309279590,Frosch,,,,Varena,Via dei Santi Pietro e Paolo 1,38030,Jochgrimm,4.9,46.3020522,11.4564618
2356,11364600004,Scoiattolo,,+39 0471 795202,https://www.valgardena.it/de/adressen-groeden/detail/base/company/wolkenstein-groeden/scoiattolo/C0DF975F76D911D18F2900A02427D15E/?RequestKey=170790026165cc7d658fa42,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Dantercëpies 34,39048,Sport Schenk,0.3,46.5559207,11.7649781
2357,11434748531,Luis Eatery,regional,+39 0471 735242,https://www.valgardena.it/de/adressen-groeden/detail/base/company/wolkenstein-groeden/luis-eatery/C0DF957B76D911D18F2900A02427D15E/?RequestKey=170789630065cc6dec52a9b,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Nives 36,39048,Sport Schenk,0.1,46.5542137,11.7607076
2358,11452053291,Rustika,traditional,+39047843206,https://www.pension-gasser.com/,,Via J.Schguaninstr. 43,,Loipe Panider Sattel - Pista Passo Pinei,8.4,46.6291191,11.5377838
2359,11455590418,Pausa,,,,,,,Jochgrimm,6.7,46.3363076,11.3607388
2360,11456173276,Steak Stube,,,,,,,Sport Schenk,0.1,46.5541666,11.7607974
2361,11457441163,Schiri Sushi,sushi,,,,,,Alpe Cermis,3.8,46.2895538,11.5088725
2362,11462289615,Central bar,pizza,,,,,,Ski Area Alpe Lusia,5.2,46.376924,11.6594861
2363,11475955208,Trattoria dei Borghi,italian,+393298293494,https://trattoriadeiborghi.it/,,,,Pista 2 (DX),11.3,46.0489755,10.8768072
2364,11519094669,La Moa,,,,,,,Alpe Cermis,3.6,46.2833187,11.5168966
2365,11533241771,Pizzeria da Gigi,,,,,,,Petersberg - Monte San Pietro,11.7,46.4937776,11.3413477
2366,11584174993,Dolomites Geyser,italian,,,,,,Vigo di Fassa - Ciampedie,2.5,46.4256681,11.7006914
2367,11586448856,Skihütte Einkehrschwung,,,,,,,Schöneben - Belpiano,1.6,46.806599,10.4917307
2368,11587597353,La Lanterna,,,,,,,Folgaria,3.3,45.9224663,11.191043
2369,11587597354,Le Giare,,,,,,,Folgaria,3.3,45.9223669,11.1909941
2370,11593039880,La Caneva,pizza;regional,,,Folgaria,Via Negheli 63,38064,Folgaria,3.0,45.9194142,11.1923694
2371,11607940919,Ban Thai,thai,,,,,,Petersberg - Monte San Pietro,11.5,46.4913257,11.3395109
2372,11608730673,In.Treska,,,https://www.intreska.it/,,,,Latemar Dolomites,2.7,46.3315082,11.5580709
2373,11612632395,Pizzeria Ristorante Gams di Giuseppe Redolf,,,,,,,Latemar Dolomites,5.5,46.3137576,11.5997549
2374,11618316210,Alaska,pizza;regional,+39 0471 795298,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/alaska/C0DF943976D911D18F2900A02427D15E/?RequestKey=170783625065cb835a1792d,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Dantercëpies 65,39048,Sport Schenk,0.5,46.5569446,11.7669908
2375,11618603599,Alpenroyal Gourmet,regional,+39 0471 795555,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/alpenroyal-gourmet/C0DF932576D911D18F2900A02427D15E/?RequestKey=170783630965cb8395034a5,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Mëisules 43,39048,Val Gardena,0.8,46.559108,11.7467563
2376,11618696701,Alpin Haus - Plan 45,regional,+39 0471 735165,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/alpin-haus-plan-45/C0DF97BE76D911D18F2900A02427D15E/?RequestKey=170783638265cb83de5d5a4,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Plan 45,39048,Sport Schenk,1.1,46.5460947,11.7701916
2377,11618705434,Bistrot B24,regional,+39 0471 774444,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/bistrot-b24/C0DF967976D911D18F2900A02427D15E/?RequestKey=170783415865cb7b2e67c58,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Puez 24,39048,Sport Schenk,0.4,46.5573017,11.7597605
2378,11618707033,Chalet Gérard,regional,+39 0471 795274,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/chalet-gerard/C0DF9C2076D911D18F2900A02427D15E/?RequestKey=170783487365cb7df98d2a0,Selva Val Gardena - Wolkenstein,Streda Plan de Gralba 37,39048,Sport Schenk,2.3,46.5365079,11.779317
2379,11618747081,Carlo Valentini,regional;italian,+390462601183,https://www.rifugiocarlovalentini.com,Sëlva - Wolkenstein - Selva di Val Gardena,Streda Passo Sella 23,39048,Belvedere - Col Rodella - Passo Pordoi,3.3,46.5059435,11.7573844
2380,11618794602,Ciampac,regional,+39 0471 734576,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/ciampac-hut/23E68CAEDD184BC4A7E84664EFED0FB9/?RequestKey=170783534365cb7fcfc78d8,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Dantercëpies 84/A,39048,Centro di fondo Vallunga,0.1,46.5618094,11.7705395
2381,11618860963,Dantercëpies Mountain Lounge,pizza;regional;italian;cake;salad;dessert,+39 335 1050389,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/dantercepies-mountain-lounge-hut/D5AE0182E93711D3A09D006097A8F6AC/,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Passo Gardena,39048,Centro di fondo Vallunga,2.3,46.5541404,11.7998613
2382,11618880634,Juac,regional,+39 335 8082321,https://www.juac.it/,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Daunei,39048,Centro di fondo Vallunga,2.1,46.5731988,11.7499358
2383,11618897829,Pastura,,+39 338 3172653,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/pastura-hut/A6EEF45D6F53144CB57763F89F63374F/,Sëlva - Wolkenstein - Selva di Val Gardena,Streda Dantercepies,39048,Sport Schenk,0.6,46.5529619,11.769017
2384,11618899280,Panorama,,+39 335 7073056,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/panorama-hut/D5AE0183E93711D3A09D006097A8F6AC/,,Streda Dantercëpies,39048,Centro di fondo Vallunga,2.0,46.5520547,11.7936975
2385,11618930589,Ciastel de Val,regional,+39 0471 795162,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/ciastel-de-val/C0DF978B76D911D18F2900A02427D15E/?RequestKey=170783950765cb9013d6ab4,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Val 2,39048,Centro di fondo Vallunga,0.3,46.5608923,11.7685059
2386,11618954591,Da Zenz Gourmet,regional;international,+39 0471 735162,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/da-zenz-gourmet/C0DF965E76D911D18F2900A02427D15E/?RequestKey=170783973665cb90f8593b7,,Streda Mëisules 283,,Sport Schenk,0.2,46.5524215,11.7636313
2387,11618954646,Ciavaz,,+39 335 6159953,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/ciavaz-hut/8CD9303C0BEC4E829A4DFE790F66DD43/,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Plan de Gralva,39048,Sport Schenk,3.3,46.5237223,11.7649396
2388,11618963060,Oswald,,+39 0471 795151,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/oswald/C0DF93C376D911D18F2900A02427D15E/?RequestKey=170784107765cb9635404b7,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Mëisules 140,39048,Sport Schenk,0.5,46.5557865,11.7557167
2389,11618972132,Ciadinat,regional,+39 333 5959277,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/ciadinat-hut/D5AE018BE93711D3A09D006097A8F6AC/,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Plan de Gralba,39048,Sport Schenk,2.2,46.5340536,11.7590971
2390,11619004883,Europa,regional,+39 0471 795157,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/europa/C0DF979876D911D18F2900A02427D15E/?RequestKey=170784084165cb9549dca6b,,Streda Nives 50,,Sport Schenk,0.0,46.5535081,11.7622717
2391,11619015772,Else,regional,+39 0471 735273,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/else/C0DF950876D911D18F2900A02427D15E/?RequestKey=170784064165cb9481dc806,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Ciampinëi 42,39048,Sport Schenk,0.5,46.5498337,11.7646588
2392,11619036900,L Muliné,,+39 0471 795072,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/l-muline/DB2B083B236B41399406142951E0249A/?RequestKey=170784128965cb9709c71b8,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda La Sëlva 104,39048,Val Gardena,0.4,46.5555745,11.7357428
2393,11619041603,L'Angolino del Sella,,+39 0471 795136,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/l-angolino-del-sella/4FEBB3C0B599DFCFC580F88FC5A809B1/?RequestKey=170784118965cb96a5a6574,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Ortschaft Sellajoch - Località Passo Sella 2,39048,Belvedere - Col Rodella - Passo Pordoi,3.7,46.509215,11.7568202
2394,11619109407,Stevia,,,,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,,39048,Centro di fondo Vallunga,1.3,46.5730791,11.7713349
2395,11619340137,Al Fiume Ristorante Pizzeria,pizza;italian,+39 0464 517683,https://www.pizzeriaalfiume.com/,Arco,17,38062,Centro Sci di Fondo Chinaec,11.9,45.9202962,10.8905058
2396,11621784945,La Stua,italian;regional,+39 0471 795072,https://www.la-stua.com/,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Frëina 4,39048,Sport Schenk,0.2,46.5519361,11.7629708
2397,11621848647,Rusctlea,regional,+39 0471 054970,https://www.valgardena.it/de/adressen-groeden/detail/base/company/wolkenstein-groeden/rusctlea/C25D31FCD6DF7A5FABB57FB0C15EB454/?RequestKey=170789869965cc774bdda36,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Rainel 61,39048,Sport Schenk,0.8,46.5570733,11.7526107
2398,11621880085,Rigais - Hotel Antares,regional,+39 0471 795400,https://www.valgardena.it/de/adressen-groeden/detail/base/company/wolkenstein-groeden/rigais-restaurant-hotel-antares/C0DF935876D911D18F2900A02427D15E/?RequestKey=170789772465cc737cbd259,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Mëisules 195,39048,Sport Schenk,0.2,46.5542828,11.759214
2399,11621968283,Sochers Club,regional;pizza,+39 0471 792101,https://www.valgardena.it/de/adressen-groeden/detail/base/company/wolkenstein-groeden/sochers-club/C0DF93F576D911D18F2900A02427D15E/?RequestKey=170790058265cc7ea64dcc5,,Sochers,,Val Gardena,1.1,46.5432116,11.7407978
2400,11622064525,Tennis,pizza,+39 0471 793525,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/tennis/D5AE0178E93711D3A09D006097A8F6AC/?RequestKey=170790508865cc904046efa,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Ciampinëi 18,39048,Sport Schenk,0.4,46.5501514,11.7633818
2401,11622078586,TyBistro,regional,+39 0471 774100,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/tybistro/BFBB882A6B326102A1FE77E9EFFED1D3/?RequestKey=170790527265cc90f856811,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Puez 12,39048,Sport Schenk,0.4,46.5569513,11.7599039
2402,11622078785,Suinsom,regional,+39 0471 774100,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/suinsom/C0DF941F76D911D18F2900A02427D15E/?RequestKey=170790470065cc8ebcceec7,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Puez 12,39048,Sport Schenk,0.4,46.5570039,11.7598865
2403,11622096247,Tyrol,regional,+39 0471 774100,https://www.valgardena.it/en/addresses/detail/base/company/wolkenstein-groeden/restaurant-tyrol/D5AE019DE93711D3A09D006097A8F6AC/?RequestKey=170790541765cc9189ab85c,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Puez 12,39048,Sport Schenk,0.4,46.5569227,11.7599095
2404,11630086136,Restaurant - Pizzeria Four,pizza;italian,+39 348 8950516,https://www.valgardena.it/en/addresses/detail/base/company/ortisei-val-gardena/four/2B3E44633FE6D70B540FD9F4876FA177/,Urtijëi - St.Ulrich - Ortisei,Plaza San Durich 4,39046,Loipe Panider Sattel - Pista Passo Pinei,4.0,46.575171,11.6711898
2405,11638533064,Ristorante Dolomiti,,,,Trento,Lungadige Giacomo Leopardi 101,31822,3-Tre Vaneze,4.4,46.0710228,11.1170025
2406,11656319597,wild o’williams,,+390471727899,https://www.wildowilliams.it/,,,,Seiser Alm - Mont de Sëuc - Alpe di Siusi,5.3,46.5153446,11.6847648
2407,11660303312,Home stube,,,,,Via Adamello 16,,Campiglio Dolomiti di Brenta,2.1,46.2273078,10.8258789
2408,11708171153,Ander,,,,,,,Kronplatz - Plan de Corones,3.2,46.8012115,11.9382846
2409,11801651569,Maurizkeller Restaurant/Pizzeria,pizza;regional,+39 0471 797301,https://www.valgardena.it/en/addresses/detail/base/company/ortisei-val-gardena/maurizkeller/171B100C91FA41D4825A9FCAF1644FAE/,Urtijëi - St.Ulrich - Ortisei,Streda Rezia 32,39046,Loipe Panider Sattel - Pista Passo Pinei,4.1,46.5742013,11.6716119
2410,11806492267,Col dl'Ancona,regional,+393495319092,,San Martin de Tor - St. Martin in Thurn - San Martino in Badia,Strada Ju 42,39030,Antermoia,5.1,46.6975126,11.9122372
2411,11813625426,Kaseralm,italian;austrian,+393495926512,,,,,Kronplatz - Plan de Corones,11.5,46.7086015,12.060095
2412,11821945029,Sawadee,thai,,,Arco,Via Luigi Maffei 11,38062,Centro Sci di Fondo Chinaec,12.4,45.9242188,10.8974795
2413,11837595751,L'Angolo della Pizza,pizza,+393396308314,https://www.facebook.com/p/Bar-Pizzeria-LAngolo-della-Pizza-100064159802862/,Roncone,Via Nazionale 12,38087,Pista 2 (DX),7.5,45.9793221,10.6668274
2414,11881082969,Albergo Ristorante alla Costa,italian,,,,,,Centro Sci di Fondo Chinaec,3.9,45.8964593,10.7164933
2415,11889481890,Pizzeria Bad Kochenmoos,,,,,,,Schwemmalm,12.1,46.644297,10.9593178
2416,11893423872,Green Bistro,italian;italian_pizza,,,,,,Petersberg - Monte San Pietro,10.5,46.4761056,11.3239166
2417,11926025731,Bar Ristorante Pizzeria Passione,italian,,,,,,,,46.4002239,11.0692286
2418,11936642391,Ristorante Pizzeria La Prateria,pizza;italian;indian,+39 0464 548120,https://www.lapraterianago.com/,Nago,Strada Rivana 37,38069,Campeggio,10.5,45.8785552,10.89617
2419,11951417706,Forest Camp,,,,Ronzo-Chienis,Via Alessandro Manzoni,38060,Campeggio,11.6,45.8884073,10.9572089
2420,11951539289,Go Pizza,pizza;italian,,,,Via dei Disciplini 29,,Centro Sci di Fondo Chinaec,9.3,45.8859701,10.8409686
2421,11952338555,Piz Seteur,,,,,,,Sport Schenk,3.1,46.5262191,11.7631267
2422,11955466597,Ploner Alm,,+393487362200,,,,,Terenten - Terento,6.9,46.8920718,11.8113953
2423,11957941916,Hofschank Weger,,+393334473112,,Andrian - Andriano,Weingartenweg - Via Vigneti 23,39010,,,46.5181733,11.2392081
2424,11968864169,Gstatsch Schwaige,,+393452714431,,Kastelruth - Castelrotto,,39040,Seiser Alm - Mont de Sëuc - Alpe di Siusi,2.9,46.5180846,11.6095011
2425,11977444468,Ristorante Antica Gardumo,,+39 0464 802855,http://www.anticagardumo.it/,Ronzo-Chienis,Via ai Piani 1,38060,Campeggio,11.5,45.8881539,10.9479296
2426,11980003948,Innere Flaggeralm - Malga Vallaga di dentro,regional,,,,,,Pendio ripido,8.4,46.7615113,11.5239114
2427,11989730056,La Baita,,+39 0464 802999,ttps://baitabordala.com,Ronzo-Chienis,Via Case Sparse 63,38060,Campeggio,13.0,45.8982225,10.9746652
2428,12004394446,Schlernhex,,,,,Tioslerweg 12,39040,Loipe Panider Sattel - Pista Passo Pinei,3.8,46.5659125,11.5720662
2429,12012241247,Mega Pizza,pizza,,,,,,Falzeben 2,6.3,46.6696285,11.1701641
2430,12020620574,Restaurant am Schloss Rametz,,,https://www.rametz.com/de/restaurant/,,,,Falzeben 2,5.2,46.6682946,11.1854431
2431,12022527339,Orso Grigio,,,,,,,3-Tre Vaneze,4.5,46.0655651,11.1224418
2432,12022735769,Zur alten schmiede,italian_pizza;local,,,,,,Loipe Panider Sattel - Pista Passo Pinei,4.5,46.5673981,11.5613096
2433,12025309411,Gasthof Bauer am Stein,,,,,,,Falzeben 2,12.8,46.5917502,11.1394149
2434,12025724906,Kayi Sushi - Arco,sushi,+39 0464 875638,https://kayi.it/arco/,Arco,Via Santa Caterina 100,,Centro Sci di Fondo Chinaec,10.4,45.9079134,10.8674936
2435,12031943910,Generali,,,,,,,Kronplatz - Plan de Corones,2.5,46.7944759,11.9333294
2436,12034079212,LATMOR ALM,regional,+39 3397101259,,Welschnofen,Karerseestraße 128,39056,Carezza,2.8,46.3969516,11.594235
2437,12041562850,Caprizza,pizza,,https://www.caprizza.it/,Trento,Via Roma 50,31822,3-Tre Vaneze,4.5,46.0694633,11.1201206
2438,12045553106,Kuchlalm,regional,,,St. Leonhard in Passeier,Schlattach 28,,Saxner II,5.0,46.8404655,11.2212141
